inventory_id,product_id,store_id,warehouse_id,date_id,stock_on_hand,stock_in,stock_out,reorder_point,lead_time_days,expiry_date,batch_number,batch_id
9878,734,63,1,2023-07-24,38,39,1,30,5,2023-12-30,BN09878,734-2023-07-24
9879,513,1265,8,2024-03-22,63,70,7,30,1,2024-06-23,BN09879,513-2024-03-22
9880,1878,131,4,2025-01-23,123,133,10,30,2,2025-05-07,BN09880,1878-2025-01-23
9881,455,962,4,2024-07-07,102,106,4,30,4,2024-10-19,BN09881,455-2024-07-07
9882,358,1507,1,2023-04-07,55,55,0,30,1,2023-09-10,BN09882,358-2023-04-07
9883,72,1366,7,2023-06-05,120,129,9,30,3,2023-11-25,BN09883,72-2023-06-05
9884,227,2956,8,2023-02-20,106,108,2,30,3,2023-08-08,BN09884,227-2023-02-20
9885,1173,997,8,2025-01-21,139,144,5,30,4,2025-05-17,BN09885,1173-2025-01-21
9886,551,1248,4,2024-10-14,130,141,11,30,4,2025-01-19,BN09886,551-2024-10-14
9887,893,1175,6,2022-05-31,114,120,6,30,4,2022-08-30,BN09887,893-2022-05-31
9888,1366,1597,6,2024-02-05,35,36,1,30,2,2024-07-04,BN09888,1366-2024-02-05
9889,1997,1422,4,2022-03-07,66,72,6,30,5,2022-08-04,BN09889,1997-2022-03-07
9890,1948,2914,5,2023-03-23,89,92,3,30,1,2023-08-21,BN09890,1948-2023-03-23
9891,1624,2836,2,2024-07-03,85,85,0,30,3,2024-10-25,BN09891,1624-2024-07-03
9892,1864,31,5,2022-11-23,98,100,2,30,4,2023-05-22,BN09892,1864-2022-11-23
9893,556,2109,1,2024-06-17,72,82,10,30,4,2024-12-13,BN09893,556-2024-06-17
9894,1793,883,4,2022-08-12,97,105,8,30,5,2022-12-05,BN09894,1793-2022-08-12
9895,1040,1523,2,2025-04-21,96,103,7,30,2,2025-08-29,BN09895,1040-2025-04-21
9896,1444,2909,1,2023-04-09,5,34,29,30,5,2023-08-26,BN09896,1444-2023-04-09
9897,604,2974,8,2023-07-18,123,129,6,30,1,2023-11-12,BN09897,604-2023-07-18
9898,756,2282,4,2025-02-28,66,76,10,30,3,2025-07-31,BN09898,756-2025-02-28
9899,717,36,1,2022-09-08,52,68,16,30,5,2023-02-06,BN09899,717-2022-09-08
9900,514,516,6,2025-01-23,116,116,0,30,5,2025-06-29,BN09900,514-2025-01-23
9901,1643,706,3,2024-11-08,53,53,0,30,5,2025-03-13,BN09901,1643-2024-11-08
9902,1547,2766,8,2025-01-13,63,77,14,30,3,2025-05-14,BN09902,1547-2025-01-13
9903,869,2009,4,2023-04-30,63,70,7,30,4,2023-09-15,BN09903,869-2023-04-30
9904,1228,1251,1,2022-06-27,45,47,2,30,3,2022-12-21,BN09904,1228-2022-06-27
9905,1457,515,4,2025-05-06,75,75,0,30,2,2025-10-18,BN09905,1457-2025-05-06
9906,451,1854,2,2023-04-26,136,142,6,30,5,2023-08-12,BN09906,451-2023-04-26
9907,1698,2665,8,2022-02-24,84,91,7,30,1,2022-06-29,BN09907,1698-2022-02-24
9908,2005,420,4,2024-11-01,112,117,5,30,5,2025-04-21,BN09908,2005-2024-11-01
9909,884,2425,1,2022-08-21,36,36,0,30,3,2023-01-25,BN09909,884-2022-08-21
9910,73,1655,1,2024-09-12,67,67,0,30,3,2024-12-16,BN09910,73-2024-09-12
9911,809,2181,3,2022-11-28,131,137,6,30,1,2023-04-30,BN09911,809-2022-11-28
9912,1322,133,5,2024-08-26,121,121,0,30,2,2025-02-02,BN09912,1322-2024-08-26
9913,1305,304,4,2022-02-25,62,75,13,30,3,2022-07-14,BN09913,1305-2022-02-25
9914,507,606,4,2024-10-23,116,123,7,30,3,2025-01-24,BN09914,507-2024-10-23
9915,342,1957,8,2024-06-23,96,96,0,30,5,2024-10-13,BN09915,342-2024-06-23
9916,1970,2020,3,2022-11-21,112,120,8,30,4,2023-03-19,BN09916,1970-2022-11-21
9917,1831,2179,4,2024-10-28,101,107,6,30,2,2025-03-15,BN09917,1831-2024-10-28
9918,789,2703,6,2023-05-08,69,79,10,30,2,2023-10-05,BN09918,789-2023-05-08
9919,1653,1460,7,2025-04-02,37,55,18,30,4,2025-08-27,BN09919,1653-2025-04-02
9920,866,2871,4,2024-12-09,30,30,0,30,1,2025-06-01,BN09920,866-2024-12-09
9921,1948,1214,8,2023-10-29,32,34,2,30,2,2024-04-11,BN09921,1948-2023-10-29
9922,714,611,4,2024-03-09,123,132,9,30,3,2024-06-17,BN09922,714-2024-03-09
9923,1699,611,4,2024-09-09,121,124,3,30,3,2025-02-20,BN09923,1699-2024-09-09
9924,1841,1675,4,2024-04-24,114,118,4,30,4,2024-08-11,BN09924,1841-2024-04-24
9925,327,1796,8,2022-08-09,121,121,0,30,2,2022-11-26,BN09925,327-2022-08-09
9926,919,681,8,2022-08-25,29,41,12,30,5,2023-01-16,BN09926,919-2022-08-25
9927,339,2730,1,2022-04-22,70,83,13,30,4,2022-08-03,BN09927,339-2022-04-22
9928,456,400,6,2023-12-22,71,76,5,30,4,2024-04-24,BN09928,456-2023-12-22
9929,1080,1437,1,2024-05-05,75,78,3,30,3,2024-09-06,BN09929,1080-2024-05-05
9930,821,5,2,2023-08-14,31,41,10,30,4,2024-02-09,BN09930,821-2023-08-14
9931,1909,608,8,2023-07-02,146,150,4,30,5,2023-11-10,BN09931,1909-2023-07-02
9932,797,1886,1,2024-03-29,95,107,12,30,5,2024-08-07,BN09932,797-2024-03-29
9933,1841,2787,6,2024-03-25,70,70,0,30,1,2024-08-08,BN09933,1841-2024-03-25
9934,1110,19,4,2022-08-20,83,90,7,30,2,2023-02-08,BN09934,1110-2022-08-20
9935,558,926,3,2024-07-20,119,130,11,30,5,2024-11-27,BN09935,558-2024-07-20
9936,923,742,6,2024-01-20,41,51,10,30,5,2024-06-14,BN09936,923-2024-01-20
9937,149,2004,1,2022-02-15,79,80,1,30,4,2022-06-11,BN09937,149-2022-02-15
9938,650,2976,3,2024-06-07,128,136,8,30,2,2024-09-09,BN09938,650-2024-06-07
9939,1587,2446,7,2024-06-13,104,114,10,30,4,2024-11-02,BN09939,1587-2024-06-13
9940,1254,333,2,2022-09-22,26,39,13,30,5,2023-01-14,BN09940,1254-2022-09-22
9941,366,2259,1,2024-02-02,90,100,10,30,5,2024-07-05,BN09941,366-2024-02-02
9942,1258,257,3,2023-10-05,110,110,0,30,3,2024-03-18,BN09942,1258-2023-10-05
9943,1543,2469,1,2024-01-23,74,89,15,30,3,2024-06-24,BN09943,1543-2024-01-23
9944,1607,2108,4,2022-10-21,34,34,0,30,1,2023-02-09,BN09944,1607-2022-10-21
9945,576,1751,8,2024-11-19,83,83,0,30,3,2025-04-26,BN09945,576-2024-11-19
9946,1177,2068,3,2025-02-02,131,150,19,30,5,2025-05-05,BN09946,1177-2025-02-02
9947,846,885,7,2025-04-16,35,35,0,30,4,2025-09-12,BN09947,846-2025-04-16
9948,739,2521,3,2024-01-13,136,140,4,30,3,2024-06-07,BN09948,739-2024-01-13
9949,1596,601,4,2024-05-06,125,133,8,30,5,2024-08-19,BN09949,1596-2024-05-06
9950,860,1347,3,2023-06-24,56,60,4,30,4,2023-11-08,BN09950,860-2023-06-24
9951,757,2751,3,2022-11-09,125,125,0,30,2,2023-03-21,BN09951,757-2022-11-09
9952,55,1317,5,2023-01-22,126,143,17,30,3,2023-07-17,BN09952,55-2023-01-22
9953,1774,348,4,2023-03-29,48,48,0,30,4,2023-07-04,BN09953,1774-2023-03-29
9954,778,2256,3,2024-07-10,108,112,4,30,5,2024-11-23,BN09954,778-2024-07-10
9955,619,2778,4,2023-05-17,29,37,8,30,5,2023-10-22,BN09955,619-2023-05-17
9956,871,1135,6,2025-03-18,31,31,0,30,1,2025-07-02,BN09956,871-2025-03-18
9957,66,1709,3,2023-01-20,99,110,11,30,5,2023-07-08,BN09957,66-2023-01-20
9958,1350,1841,4,2024-01-22,99,99,0,30,3,2024-05-31,BN09958,1350-2024-01-22
9959,927,586,4,2022-01-20,117,117,0,30,5,2022-07-03,BN09959,927-2022-01-20
9960,1674,2970,8,2023-12-08,75,75,0,30,2,2024-04-19,BN09960,1674-2023-12-08
9961,1683,1994,2,2024-02-11,141,141,0,30,5,2024-06-28,BN09961,1683-2024-02-11
9962,795,682,4,2023-04-26,25,30,5,30,1,2023-09-21,BN09962,795-2023-04-26
9963,182,2839,5,2025-02-20,38,38,0,30,1,2025-06-24,BN09963,182-2025-02-20
9964,1092,1846,4,2022-04-28,131,131,0,30,4,2022-08-24,BN09964,1092-2022-04-28
9965,350,1135,6,2025-04-25,69,97,28,30,1,2025-10-17,BN09965,350-2025-04-25
9966,821,2899,4,2022-10-01,48,53,5,30,5,2023-01-10,BN09966,821-2022-10-01
9967,571,2379,3,2024-03-05,83,83,0,30,5,2024-08-04,BN09967,571-2024-03-05
9968,575,2783,6,2024-05-29,95,103,8,30,5,2024-10-17,BN09968,575-2024-05-29
9969,258,2581,7,2022-05-20,28,38,10,30,1,2022-09-29,BN09969,258-2022-05-20
9970,494,438,3,2024-12-21,134,134,0,30,5,2025-06-12,BN09970,494-2024-12-21
9971,1847,1743,4,2022-05-19,53,61,8,30,4,2022-08-31,BN09971,1847-2022-05-19
9972,371,2189,1,2025-01-15,92,94,2,30,3,2025-06-21,BN09972,371-2025-01-15
9973,457,2963,2,2022-02-22,40,40,0,30,2,2022-06-15,BN09973,457-2022-02-22
9974,62,2787,6,2023-01-22,83,99,16,30,2,2023-07-08,BN09974,62-2023-01-22
9975,1294,1937,6,2023-12-11,36,44,8,30,5,2024-04-29,BN09975,1294-2023-12-11
9976,1522,2988,8,2023-07-27,74,74,0,30,5,2023-12-26,BN09976,1522-2023-07-27
9977,15,2851,1,2022-07-25,55,75,20,30,1,2022-12-27,BN09977,15-2022-07-25
9978,487,2642,4,2023-07-10,102,103,1,30,4,2023-10-27,BN09978,487-2023-07-10
9979,516,448,5,2022-09-13,143,143,0,30,5,2023-03-04,BN09979,516-2022-09-13
9980,1020,629,4,2022-02-02,105,110,5,30,3,2022-06-25,BN09980,1020-2022-02-02
9981,648,1619,4,2022-04-06,33,53,20,30,5,2022-07-24,BN09981,648-2022-04-06
9982,1057,924,4,2023-11-12,77,85,8,30,4,2024-04-28,BN09982,1057-2023-11-12
9983,1329,1728,7,2024-08-12,20,41,21,30,2,2024-12-16,BN09983,1329-2024-08-12
9984,462,679,4,2023-08-22,82,97,15,30,1,2023-12-03,BN09984,462-2023-08-22
9985,1964,1361,6,2024-11-29,74,81,7,30,2,2025-05-19,BN09985,1964-2024-11-29
9986,1381,2884,4,2022-06-15,135,135,0,30,2,2022-10-10,BN09986,1381-2022-06-15
9987,1889,2291,1,2025-02-19,41,65,24,30,2,2025-05-29,BN09987,1889-2025-02-19
9988,936,34,7,2023-05-06,62,62,0,30,3,2023-10-31,BN09988,936-2023-05-06
9989,1733,2967,5,2025-03-22,24,32,8,30,2,2025-09-02,BN09989,1733-2025-03-22
9990,1736,1746,2,2022-01-15,36,49,13,30,5,2022-05-25,BN09990,1736-2022-01-15
9991,109,236,8,2022-04-30,54,54,0,30,1,2022-10-06,BN09991,109-2022-04-30
9992,1158,861,5,2022-05-14,68,68,0,30,5,2022-08-13,BN09992,1158-2022-05-14
9993,1855,1241,1,2024-08-24,107,107,0,30,2,2024-12-20,BN09993,1855-2024-08-24
9994,978,2852,1,2022-02-21,80,83,3,30,1,2022-07-15,BN09994,978-2022-02-21
9995,1173,1417,6,2025-04-06,115,115,0,30,4,2025-07-07,BN09995,1173-2025-04-06
9996,1548,2028,8,2025-04-28,80,82,2,30,1,2025-10-22,BN09996,1548-2025-04-28
9997,1694,1374,4,2022-08-05,101,104,3,30,2,2022-11-15,BN09997,1694-2022-08-05
9998,492,1899,3,2025-02-04,72,73,1,30,1,2025-05-08,BN09998,492-2025-02-04
9999,1324,1939,2,2022-09-06,48,56,8,30,3,2023-02-07,BN09999,1324-2022-09-06
10000,1241,1926,4,2022-07-12,53,53,0,30,2,2023-01-02,BN10000,1241-2022-07-12
10001,52,2962,4,2023-09-19,88,92,4,30,3,2024-01-27,BN10001,52-2023-09-19
10002,1199,1388,4,2022-12-15,97,112,15,30,1,2023-06-09,BN10002,1199-2022-12-15
10003,340,807,3,2022-10-25,101,103,2,30,1,2023-03-15,BN10003,340-2022-10-25
10004,1859,531,3,2023-11-18,36,39,3,30,5,2024-03-18,BN10004,1859-2023-11-18
10005,514,1318,6,2024-03-23,99,109,10,30,5,2024-07-19,BN10005,514-2024-03-23
10006,1018,1442,4,2024-03-10,125,138,13,30,1,2024-07-02,BN10006,1018-2024-03-10
10007,1829,1770,3,2023-03-08,34,34,0,30,5,2023-08-04,BN10007,1829-2023-03-08
10008,689,865,4,2025-04-10,129,129,0,30,3,2025-08-28,BN10008,689-2025-04-10
10009,1645,306,7,2024-03-20,96,105,9,30,4,2024-07-26,BN10009,1645-2024-03-20
10010,1167,2464,8,2022-12-18,59,67,8,30,4,2023-03-25,BN10010,1167-2022-12-18
10011,666,1129,2,2023-09-12,26,42,16,30,1,2023-12-23,BN10011,666-2023-09-12
10012,457,1793,2,2024-06-30,13,32,19,30,1,2024-11-11,BN10012,457-2024-06-30
10013,134,2808,1,2024-06-09,55,63,8,30,2,2024-11-25,BN10013,134-2024-06-09
10014,740,644,4,2024-12-16,21,38,17,30,2,2025-06-06,BN10014,740-2024-12-16
10015,1843,1439,1,2023-11-16,147,147,0,30,1,2024-04-15,BN10015,1843-2023-11-16
10016,684,1276,7,2024-08-16,66,67,1,30,1,2024-12-16,BN10016,684-2024-08-16
10017,1204,1088,4,2024-05-20,104,113,9,30,2,2024-10-09,BN10017,1204-2024-05-20
10018,383,1618,2,2022-09-27,61,72,11,30,5,2023-01-10,BN10018,383-2022-09-27
10019,1416,2221,4,2022-02-02,37,45,8,30,5,2022-05-11,BN10019,1416-2022-02-02
10020,309,353,6,2023-12-11,115,121,6,30,3,2024-04-25,BN10020,309-2023-12-11
10021,1666,182,7,2023-01-12,144,144,0,30,3,2023-06-12,BN10021,1666-2023-01-12
10022,1514,1587,7,2024-11-09,124,124,0,30,3,2025-04-21,BN10022,1514-2024-11-09
10023,912,2928,8,2024-07-19,44,57,13,30,4,2024-11-02,BN10023,912-2024-07-19
10024,1768,1544,5,2024-06-10,104,108,4,30,1,2024-09-25,BN10024,1768-2024-06-10
10025,66,469,7,2024-08-25,34,48,14,30,1,2025-02-15,BN10025,66-2024-08-25
10026,1187,2017,4,2023-02-09,69,72,3,30,1,2023-05-15,BN10026,1187-2023-02-09
10027,1775,2124,4,2022-01-28,124,124,0,30,5,2022-06-18,BN10027,1775-2022-01-28
10028,70,2388,7,2023-08-05,95,95,0,30,5,2024-01-22,BN10028,70-2023-08-05
10029,1192,1349,3,2022-03-14,34,39,5,30,5,2022-08-17,BN10029,1192-2022-03-14
10030,960,1634,7,2023-12-18,145,145,0,30,5,2024-05-19,BN10030,960-2023-12-18
10031,1382,99,1,2023-08-24,63,63,0,30,3,2023-12-27,BN10031,1382-2023-08-24
10032,1247,1123,3,2024-11-12,101,110,9,30,2,2025-04-15,BN10032,1247-2024-11-12
10033,184,942,1,2025-06-02,54,54,0,30,2,2025-10-08,BN10033,184-2025-06-02
10034,1399,1362,3,2022-08-22,39,76,37,30,5,2023-01-25,BN10034,1399-2022-08-22
10035,979,1957,8,2022-03-03,48,48,0,30,5,2022-06-01,BN10035,979-2022-03-03
10036,260,2987,7,2022-03-16,112,112,0,30,5,2022-08-20,BN10036,260-2022-03-16
10037,1766,2817,4,2023-06-16,16,36,20,30,2,2023-09-25,BN10037,1766-2023-06-16
10038,81,2292,8,2022-12-26,133,133,0,30,2,2023-04-23,BN10038,81-2022-12-26
10039,1416,2582,1,2023-04-29,25,34,9,30,3,2023-08-12,BN10039,1416-2023-04-29
10040,236,1556,8,2025-02-22,122,123,1,30,1,2025-06-11,BN10040,236-2025-02-22
10041,65,1657,4,2023-01-28,125,140,15,30,3,2023-06-11,BN10041,65-2023-01-28
10042,1559,454,6,2022-08-01,43,51,8,30,2,2022-12-07,BN10042,1559-2022-08-01
10043,1484,1474,8,2022-07-08,86,86,0,30,1,2022-12-22,BN10043,1484-2022-07-08
10044,1848,822,5,2024-01-25,83,88,5,30,3,2024-06-12,BN10044,1848-2024-01-25
10045,1506,2797,8,2024-06-05,129,133,4,30,2,2024-11-27,BN10045,1506-2024-06-05
10046,407,123,4,2022-07-18,133,133,0,30,2,2022-11-20,BN10046,407-2022-07-18
10047,1766,2070,3,2023-07-30,56,56,0,30,3,2023-12-12,BN10047,1766-2023-07-30
10048,1013,2201,1,2022-04-02,58,66,8,30,2,2022-07-29,BN10048,1013-2022-04-02
10049,1992,1752,7,2024-05-22,98,107,9,30,1,2024-09-23,BN10049,1992-2024-05-22
10050,944,1674,2,2023-11-25,24,31,7,30,5,2024-02-25,BN10050,944-2023-11-25
10051,111,930,3,2023-10-21,109,119,10,30,3,2024-01-27,BN10051,111-2023-10-21
10052,1940,2461,1,2024-06-01,79,81,2,30,1,2024-10-04,BN10052,1940-2024-06-01
10053,1259,2361,3,2022-10-22,93,98,5,30,4,2023-02-19,BN10053,1259-2022-10-22
10054,1271,1744,4,2025-02-25,133,141,8,30,1,2025-05-30,BN10054,1271-2025-02-25
10055,503,1886,1,2022-08-25,80,87,7,30,4,2022-12-11,BN10055,503-2022-08-25
10056,1198,474,8,2024-08-20,42,47,5,30,1,2024-12-11,BN10056,1198-2024-08-20
10057,13,2656,5,2023-03-27,85,99,14,30,2,2023-08-05,BN10057,13-2023-03-27
10058,893,1617,4,2022-05-07,31,46,15,30,1,2022-09-24,BN10058,893-2022-05-07
10059,115,907,3,2024-01-05,27,41,14,30,2,2024-06-24,BN10059,115-2024-01-05
10060,905,1851,4,2024-04-09,110,110,0,30,4,2024-08-27,BN10060,905-2024-04-09
10061,914,839,6,2022-05-05,89,98,9,30,2,2022-08-20,BN10061,914-2022-05-05
10062,1858,2216,4,2022-07-08,88,92,4,30,4,2022-11-20,BN10062,1858-2022-07-08
10063,589,782,8,2023-08-20,118,135,17,30,4,2024-01-12,BN10063,589-2023-08-20
10064,1604,1431,3,2022-10-27,50,50,0,30,1,2023-04-10,BN10064,1604-2022-10-27
10065,1699,211,8,2023-08-20,52,52,0,30,2,2023-12-02,BN10065,1699-2023-08-20
10066,389,2524,6,2023-01-26,76,76,0,30,4,2023-05-01,BN10066,389-2023-01-26
10067,1690,848,5,2023-10-19,52,73,21,30,1,2024-02-08,BN10067,1690-2023-10-19
10068,291,680,4,2022-07-02,48,57,9,30,2,2022-11-21,BN10068,291-2022-07-02
10069,362,1913,5,2022-10-02,109,117,8,30,3,2023-01-31,BN10069,362-2022-10-02
10070,1938,2569,4,2023-06-01,146,150,4,30,2,2023-09-15,BN10070,1938-2023-06-01
10071,375,669,4,2023-09-24,99,103,4,30,4,2024-02-05,BN10071,375-2023-09-24
10072,1738,2666,6,2022-07-20,133,141,8,30,5,2022-10-27,BN10072,1738-2022-07-20
10073,1952,62,4,2023-05-19,34,34,0,30,5,2023-08-30,BN10073,1952-2023-05-19
10074,1923,1284,8,2024-10-23,67,72,5,30,4,2025-04-21,BN10074,1923-2024-10-23
10075,13,1032,2,2024-05-26,76,94,18,30,2,2024-10-16,BN10075,13-2024-05-26
10076,337,856,5,2023-11-28,123,132,9,30,5,2024-03-29,BN10076,337-2023-11-28
10077,1501,481,4,2023-06-06,43,52,9,30,5,2023-10-05,BN10077,1501-2023-06-06
10078,252,2768,2,2023-03-14,83,83,0,30,2,2023-08-15,BN10078,252-2023-03-14
10079,1955,1298,4,2023-09-24,123,127,4,30,2,2024-03-11,BN10079,1955-2023-09-24
10080,1875,237,8,2024-07-17,51,51,0,30,3,2024-12-18,BN10080,1875-2024-07-17
10081,811,341,4,2025-05-24,49,58,9,30,4,2025-11-05,BN10081,811-2025-05-24
10082,1033,5,2,2024-05-31,76,80,4,30,4,2024-09-16,BN10082,1033-2024-05-31
10083,1711,1563,8,2024-03-29,93,108,15,30,1,2024-06-28,BN10083,1711-2024-03-29
10084,1072,128,8,2025-01-09,35,35,0,30,3,2025-07-08,BN10084,1072-2025-01-09
10085,508,2053,4,2024-05-28,38,43,5,30,4,2024-10-14,BN10085,508-2024-05-28
10086,1721,2215,4,2023-02-14,69,69,0,30,5,2023-05-28,BN10086,1721-2023-02-14
10087,610,1504,1,2024-01-05,145,146,1,30,1,2024-05-12,BN10087,610-2024-01-05
10088,1068,2208,3,2025-01-10,73,86,13,30,4,2025-05-11,BN10088,1068-2025-01-10
10089,708,2096,4,2022-04-15,44,50,6,30,4,2022-08-08,BN10089,708-2022-04-15
10090,970,649,4,2023-11-23,142,142,0,30,3,2024-05-15,BN10090,970-2023-11-23
10091,1272,1708,3,2022-10-20,143,144,1,30,2,2023-03-23,BN10091,1272-2022-10-20
10092,660,81,7,2023-09-09,78,87,9,30,5,2023-12-09,BN10092,660-2023-09-09
10093,1751,313,4,2022-07-09,119,133,14,30,1,2022-11-25,BN10093,1751-2022-07-09
10094,1530,2492,8,2025-03-25,95,102,7,30,1,2025-07-30,BN10094,1530-2025-03-25
10095,78,2428,4,2024-04-29,66,81,15,30,4,2024-08-04,BN10095,78-2024-04-29
10096,1753,907,3,2024-11-03,102,102,0,30,4,2025-02-04,BN10096,1753-2024-11-03
10097,529,2834,4,2025-03-27,80,94,14,30,4,2025-07-18,BN10097,529-2025-03-27
10098,720,2927,6,2022-11-17,75,84,9,30,1,2023-04-14,BN10098,720-2022-11-17
10099,802,2602,1,2023-07-11,112,121,9,30,1,2023-12-17,BN10099,802-2023-07-11
10100,920,1073,6,2025-05-01,107,112,5,30,2,2025-08-09,BN10100,920-2025-05-01
10101,700,2956,8,2022-02-06,80,98,18,30,1,2022-06-23,BN10101,700-2022-02-06
10102,245,271,7,2024-03-18,57,66,9,30,3,2024-09-11,BN10102,245-2024-03-18
10103,546,1088,4,2022-12-27,131,140,9,30,2,2023-06-16,BN10103,546-2022-12-27
10104,504,2224,4,2023-08-19,126,126,0,30,5,2023-12-18,BN10104,504-2023-08-19
10105,394,1900,6,2024-07-10,99,111,12,30,2,2024-11-01,BN10105,394-2024-07-10
10106,1979,1528,6,2022-12-31,132,139,7,30,5,2023-06-02,BN10106,1979-2022-12-31
10107,895,233,4,2023-11-22,138,146,8,30,2,2024-05-06,BN10107,895-2023-11-22
10108,880,406,4,2024-09-07,53,62,9,30,5,2025-02-17,BN10108,880-2024-09-07
10109,597,2615,4,2023-02-13,54,67,13,30,5,2023-06-30,BN10109,597-2023-02-13
10110,509,2817,4,2022-02-26,85,91,6,30,4,2022-07-30,BN10110,509-2022-02-26
10111,902,1736,5,2025-05-04,54,59,5,30,1,2025-09-30,BN10111,902-2025-05-04
10112,1488,1984,5,2025-04-21,74,74,0,30,2,2025-09-16,BN10112,1488-2025-04-21
10113,1617,2141,6,2022-09-08,67,75,8,30,1,2023-02-11,BN10113,1617-2022-09-08
10114,207,1967,4,2023-08-26,84,84,0,30,2,2024-02-03,BN10114,207-2023-08-26
10115,1092,1144,4,2022-12-20,36,36,0,30,4,2023-04-28,BN10115,1092-2022-12-20
10116,1492,1345,3,2023-03-16,24,32,8,30,1,2023-06-19,BN10116,1492-2023-03-16
10117,1899,1841,4,2024-07-22,130,137,7,30,1,2024-11-24,BN10117,1899-2024-07-22
10118,1038,225,7,2024-08-02,147,147,0,30,5,2024-11-28,BN10118,1038-2024-08-02
10119,1452,193,3,2022-06-01,96,96,0,30,2,2022-11-07,BN10119,1452-2022-06-01
10120,1133,2388,7,2024-04-21,52,59,7,30,1,2024-09-07,BN10120,1133-2024-04-21
10121,684,634,2,2022-09-15,87,95,8,30,3,2023-03-11,BN10121,684-2022-09-15
10122,1093,1690,4,2024-06-03,84,92,8,30,4,2024-11-25,BN10122,1093-2024-06-03
10123,878,660,4,2022-06-24,145,145,0,30,2,2022-12-20,BN10123,878-2022-06-24
10124,1655,1345,3,2023-02-07,126,143,17,30,4,2023-07-18,BN10124,1655-2023-02-07
10125,1964,2697,4,2024-01-03,57,59,2,30,3,2024-05-12,BN10125,1964-2024-01-03
10126,332,991,1,2023-04-22,69,69,0,30,2,2023-09-07,BN10126,332-2023-04-22
10127,99,1616,4,2024-05-12,56,74,18,30,1,2024-08-22,BN10127,99-2024-05-12
10128,136,65,5,2024-10-31,29,38,9,30,4,2025-04-17,BN10128,136-2024-10-31
10129,1060,1466,1,2023-10-29,64,69,5,30,2,2024-04-20,BN10129,1060-2023-10-29
10130,848,118,1,2023-09-15,72,81,9,30,4,2024-02-02,BN10130,848-2023-09-15
10131,1485,911,7,2022-09-17,69,69,0,30,5,2023-01-26,BN10131,1485-2022-09-17
10132,116,2576,5,2022-07-24,95,95,0,30,5,2022-10-27,BN10132,116-2022-07-24
10133,823,781,4,2022-10-26,108,114,6,30,2,2023-02-17,BN10133,823-2022-10-26
10134,668,2185,5,2022-01-11,82,82,0,30,1,2022-06-25,BN10134,668-2022-01-11
10135,627,440,3,2024-02-14,72,74,2,30,1,2024-05-28,BN10135,627-2024-02-14
10136,1982,500,6,2023-02-25,126,126,0,30,1,2023-05-31,BN10136,1982-2023-02-25
10137,360,1392,4,2022-02-25,33,44,11,30,3,2022-06-23,BN10137,360-2022-02-25
10138,1200,1733,4,2024-10-26,124,124,0,30,5,2025-04-13,BN10138,1200-2024-10-26
10139,255,509,2,2024-08-31,60,85,25,30,1,2025-02-21,BN10139,255-2024-08-31
10140,638,2637,3,2024-12-26,69,77,8,30,1,2025-03-29,BN10140,638-2024-12-26
10141,1473,2162,3,2025-04-12,121,129,8,30,3,2025-08-04,BN10141,1473-2025-04-12
10142,1139,1678,3,2022-01-29,98,98,0,30,2,2022-07-25,BN10142,1139-2022-01-29
10143,348,1377,1,2022-12-08,147,147,0,30,2,2023-04-30,BN10143,348-2022-12-08
10144,1830,2179,4,2022-09-20,141,141,0,30,5,2023-01-27,BN10144,1830-2022-09-20
10145,83,853,7,2023-05-08,108,117,9,30,5,2023-09-25,BN10145,83-2023-05-08
10146,373,2322,4,2024-02-06,77,82,5,30,3,2024-05-10,BN10146,373-2024-02-06
10147,1159,2777,6,2022-06-17,49,56,7,30,4,2022-11-09,BN10147,1159-2022-06-17
10148,1698,2755,7,2024-02-15,38,44,6,30,2,2024-06-12,BN10148,1698-2024-02-15
10149,454,2581,7,2025-04-09,122,131,9,30,2,2025-08-08,BN10149,454-2025-04-09
10150,789,1097,3,2023-05-14,23,38,15,30,5,2023-08-25,BN10150,789-2023-05-14
10151,1118,588,5,2024-12-29,28,38,10,30,5,2025-04-07,BN10151,1118-2024-12-29
10152,757,797,1,2024-03-29,55,55,0,30,5,2024-07-29,BN10152,757-2024-03-29
10153,413,2386,1,2024-12-26,67,72,5,30,5,2025-05-21,BN10153,413-2024-12-26
10154,1350,125,6,2022-02-18,121,136,15,30,4,2022-06-20,BN10154,1350-2022-02-18
10155,840,1442,4,2024-09-11,106,113,7,30,1,2024-12-29,BN10155,840-2024-09-11
10156,1279,12,4,2023-11-24,77,86,9,30,4,2024-03-05,BN10156,1279-2023-11-24
10157,258,1924,4,2024-05-16,66,68,2,30,5,2024-09-15,BN10157,258-2024-05-16
10158,650,2209,4,2022-06-23,99,124,25,30,4,2022-12-03,BN10158,650-2022-06-23
10159,887,926,3,2022-03-26,139,143,4,30,5,2022-08-30,BN10159,887-2022-03-26
10160,1659,1381,3,2024-06-04,79,79,0,30,1,2024-11-07,BN10160,1659-2024-06-04
10161,80,1125,6,2023-06-20,87,92,5,30,1,2023-10-31,BN10161,80-2023-06-20
10162,1738,2581,7,2023-12-05,83,90,7,30,1,2024-06-01,BN10162,1738-2023-12-05
10163,24,1395,3,2024-07-08,23,44,21,30,1,2024-12-15,BN10163,24-2024-07-08
