product_id,product_name,brand,category,sub_category,source_type,factory_id,shelf_life,packaging_type,unit_size,sku,last_modified
1697,Ajinomoto Health Thượng Hạng 500g,Ajinomoto,Distributed,Health,distributed,,350,Túi,500g,SKU01697,2024-08-05 20:23:27.576471
1698,Vinamilk Debate Dinh Dưỡng 1kg,Vinamilk,Distributed,Debate,distributed,,353,Túi,1kg,SKU01698,2025-06-09 04:15:29.004706
1699,Vinamilk Stock Premium 500ml,Vinamilk,Distributed,Stock,distributed,,688,Chai nhựa,500ml,SKU01699,2024-11-17 21:24:50.718501
1700,P&G Candidate Premium 1L,P&G,Distributed,Candidate,distributed,,259,Hộp giấy,1L,SKU01700,2024-12-14 09:10:17.282967
1701,Orion Kid Vị Mới 500ml,Orion,Distributed,Kid,distributed,,471,Chai nhựa,500ml,SKU01701,2024-07-01 02:26:31.495565
1702,Suntory Hope Vị Mới 1L,Suntory,Distributed,Hope,distributed,,319,Hộp giấy,1L,SKU01702,2025-05-31 00:43:26.030992
1703,Unilever Win Vị Mới 700ml,Unilever,Distributed,Win,distributed,,126,Chai nhựa,700ml,SKU01703,2025-03-07 00:27:13.886297
1704,Nestlé Tell Premium 500g,Nestlé,Distributed,Tell,distributed,,209,Túi,500g,SKU01704,2024-09-16 07:58:21.177434
1705,Ajinomoto Despite Đặc Biệt 500ml,Ajinomoto,Distributed,Despite,distributed,,446,Chai nhựa,500ml,SKU01705,2024-12-20 07:47:27.245571
1706,PepsiCo Eye Premium 330ml,PepsiCo,Distributed,Eye,distributed,,679,Chai nhựa,330ml,SKU01706,2025-04-22 05:54:11.947435
1707,P&G Serve Premium 1L,P&G,Distributed,Serve,distributed,,399,Hộp giấy,1L,SKU01707,2024-10-11 14:26:05.278652
1708,Suntory None Vị Mới 250ml,Suntory,Distributed,None,distributed,,434,Chai nhựa,250ml,SKU01708,2025-01-23 11:04:43.491680
1709,Acecook Song Thượng Hạng 1kg,Acecook,Distributed,Song,distributed,,242,Túi,1kg,SKU01709,2024-10-04 15:08:32.454370
1710,TH True Milk Morning Đặc Biệt 700ml,TH True Milk,Distributed,Morning,distributed,,217,Chai nhựa,700ml,SKU01710,2024-10-25 14:49:24.468677
1711,PepsiCo Open Premium 330ml,PepsiCo,Distributed,Open,distributed,,284,Chai nhựa,330ml,SKU01711,2024-10-05 09:09:01.349923
1712,P&G Personal Đặc Biệt 250ml,P&G,Distributed,Personal,distributed,,509,Chai nhựa,250ml,SKU01712,2025-03-13 00:58:01.975043
1713,Suntory All Premium 500g,Suntory,Distributed,All,distributed,,680,Túi,500g,SKU01713,2024-11-04 07:43:56.252891
1714,Unilever Current Đặc Biệt 700ml,Unilever,Distributed,Current,distributed,,178,Chai nhựa,700ml,SKU01714,2024-09-24 06:36:23.973082
1715,Unilever Cover Dinh Dưỡng 100g,Unilever,Distributed,Cover,distributed,,172,Túi,100g,SKU01715,2024-10-24 13:13:41.404547
1716,Ajinomoto All Premium 700ml,Ajinomoto,Distributed,All,distributed,,302,Chai nhựa,700ml,SKU01716,2025-02-26 02:19:45.529120
1717,Vinamilk Write Thượng Hạng 1L,Vinamilk,Distributed,Write,distributed,,295,Hộp giấy,1L,SKU01717,2025-04-06 23:52:05.417276
1718,Nestlé Small Vị Mới 700ml,Nestlé,Distributed,Small,distributed,,641,Chai nhựa,700ml,SKU01718,2024-11-02 08:32:30.264529
1719,Acecook Watch Đặc Biệt 1kg,Acecook,Distributed,Watch,distributed,,621,Túi,1kg,SKU01719,2024-11-25 02:18:00.300685
1720,Vinamilk Safe Dinh Dưỡng 250ml,Vinamilk,Distributed,Safe,distributed,,553,Chai nhựa,250ml,SKU01720,2024-08-17 14:25:06.817783
1721,PepsiCo Live Đặc Biệt 500g,PepsiCo,Distributed,Live,distributed,,588,Túi,500g,SKU01721,2024-07-17 13:09:48.340899
1722,TH True Milk History Thượng Hạng 1L,TH True Milk,Distributed,History,distributed,,623,Hộp giấy,1L,SKU01722,2025-04-09 13:52:30.026870
1723,Vinamilk Have Thượng Hạng 500ml,Vinamilk,Distributed,Have,distributed,,254,Chai nhựa,500ml,SKU01723,2024-11-29 00:34:58.656337
1724,Unilever Both Premium 330ml,Unilever,Distributed,Both,distributed,,286,Chai nhựa,330ml,SKU01724,2025-05-14 23:03:32.677680
1725,Orion Record Dinh Dưỡng 250ml,Orion,Distributed,Record,distributed,,107,Chai nhựa,250ml,SKU01725,2024-09-12 04:05:28.318211
1726,Orion Ago Đặc Biệt 500ml,Orion,Distributed,Ago,distributed,,159,Chai nhựa,500ml,SKU01726,2025-03-19 06:37:09.293668
1727,Nestlé Reduce Vị Mới 1L,Nestlé,Distributed,Reduce,distributed,,705,Hộp giấy,1L,SKU01727,2024-10-19 15:05:44.788037
1728,Ajinomoto Interview Vị Mới 500ml,Ajinomoto,Distributed,Interview,distributed,,161,Chai nhựa,500ml,SKU01728,2024-10-22 13:57:17.745982
1729,Ajinomoto Body Vị Mới 1L,Ajinomoto,Distributed,Body,distributed,,663,Hộp giấy,1L,SKU01729,2024-12-28 05:46:21.965376
1730,TH True Milk Mind Đặc Biệt 700ml,TH True Milk,Distributed,Mind,distributed,,194,Chai nhựa,700ml,SKU01730,2024-12-05 16:31:44.935646
1731,Orion Eye Dinh Dưỡng 1L,Orion,Distributed,Eye,distributed,,470,Hộp giấy,1L,SKU01731,2025-03-13 16:39:57.518785
1732,Nestlé Institution Dinh Dưỡng 700ml,Nestlé,Distributed,Institution,distributed,,642,Chai nhựa,700ml,SKU01732,2025-04-18 18:21:50.716842
1733,Orion Discover Đặc Biệt 330ml,Orion,Distributed,Discover,distributed,,379,Chai nhựa,330ml,SKU01733,2024-12-11 14:12:07.587536
1734,Acecook Expert Thượng Hạng 1kg,Acecook,Distributed,Expert,distributed,,166,Túi,1kg,SKU01734,2024-09-30 06:17:03.499415
1735,PepsiCo Environment Dinh Dưỡng 700ml,PepsiCo,Distributed,Environment,distributed,,410,Chai nhựa,700ml,SKU01735,2025-03-14 09:54:48.348314
1736,Suntory Parent Dinh Dưỡng 100g,Suntory,Distributed,Parent,distributed,,497,Túi,100g,SKU01736,2025-04-03 05:30:01.210578
1737,Ajinomoto Everything Dinh Dưỡng 700ml,Ajinomoto,Distributed,Everything,distributed,,495,Chai nhựa,700ml,SKU01737,2025-01-06 04:52:07.514762
1738,Unilever Prevent Đặc Biệt 330ml,Unilever,Distributed,Prevent,distributed,,354,Chai nhựa,330ml,SKU01738,2024-09-20 07:30:10.216302
1739,Orion Leave Đặc Biệt 100g,Orion,Distributed,Leave,distributed,,716,Túi,100g,SKU01739,2025-02-08 15:11:39.252107
1740,Ajinomoto Financial Thượng Hạng 100g,Ajinomoto,Distributed,Financial,distributed,,169,Túi,100g,SKU01740,2024-09-13 18:55:24.019858
1741,P&G Will Premium 700ml,P&G,Distributed,Will,distributed,,420,Chai nhựa,700ml,SKU01741,2025-05-04 18:44:32.973244
1742,TH True Milk Manager Thượng Hạng 100g,TH True Milk,Distributed,Manager,distributed,,510,Túi,100g,SKU01742,2024-08-30 18:59:26.646917
1743,PepsiCo Boy Vị Mới 330ml,PepsiCo,Distributed,Boy,distributed,,339,Chai nhựa,330ml,SKU01743,2025-03-05 02:16:17.965702
1744,Ajinomoto Return Đặc Biệt 330ml,Ajinomoto,Distributed,Return,distributed,,382,Chai nhựa,330ml,SKU01744,2025-02-27 19:39:37.055863
1745,PepsiCo Own Premium 330ml,PepsiCo,Distributed,Own,distributed,,334,Chai nhựa,330ml,SKU01745,2025-04-12 08:34:32.741973
1746,Orion Rise Vị Mới 500g,Orion,Distributed,Rise,distributed,,578,Túi,500g,SKU01746,2024-11-24 22:45:26.455679
1747,PepsiCo She Premium 500g,PepsiCo,Distributed,She,distributed,,520,Túi,500g,SKU01747,2025-05-20 06:18:01.201373
1748,PepsiCo Operation Premium 330ml,PepsiCo,Distributed,Operation,distributed,,385,Chai nhựa,330ml,SKU01748,2024-11-25 12:13:14.184529
1749,PepsiCo Store Premium 100g,PepsiCo,Distributed,Store,distributed,,225,Túi,100g,SKU01749,2024-12-30 20:28:49.118941
1750,Suntory Bill Thượng Hạng 100g,Suntory,Distributed,Bill,distributed,,237,Túi,100g,SKU01750,2025-04-11 12:13:51.809758
1751,TH True Milk Stage Dinh Dưỡng 250ml,TH True Milk,Distributed,Stage,distributed,,376,Chai nhựa,250ml,SKU01751,2025-06-17 06:48:22.519469
1752,Suntory Factor Dinh Dưỡng 100g,Suntory,Distributed,Factor,distributed,,390,Túi,100g,SKU01752,2025-05-31 05:49:31.500564
1753,Orion Add Vị Mới 1kg,Orion,Distributed,Add,distributed,,509,Túi,1kg,SKU01753,2025-04-10 21:03:57.078573
1754,Vinamilk Must Đặc Biệt 700ml,Vinamilk,Distributed,Must,distributed,,153,Chai nhựa,700ml,SKU01754,2024-11-05 16:28:18.883665
1755,Orion Various Đặc Biệt 1L,Orion,Distributed,Various,distributed,,661,Hộp giấy,1L,SKU01755,2025-03-02 12:39:18.689073
1756,Vinamilk Network Thượng Hạng 500g,Vinamilk,Distributed,Network,distributed,,512,Túi,500g,SKU01756,2024-11-19 00:27:33.281818
1757,Unilever Paper Thượng Hạng 250ml,Unilever,Distributed,Paper,distributed,,332,Chai nhựa,250ml,SKU01757,2024-08-08 14:50:21.902421
1758,PepsiCo Training Premium 100g,PepsiCo,Distributed,Training,distributed,,277,Túi,100g,SKU01758,2024-11-12 04:36:56.528237
1759,Vinamilk Always Dinh Dưỡng 700ml,Vinamilk,Distributed,Always,distributed,,727,Chai nhựa,700ml,SKU01759,2025-03-08 10:29:46.889112
1760,Unilever Nearly Vị Mới 250ml,Unilever,Distributed,Nearly,distributed,,663,Chai nhựa,250ml,SKU01760,2025-03-10 04:58:07.355722
1761,Acecook Nearly Đặc Biệt 1kg,Acecook,Distributed,Nearly,distributed,,518,Túi,1kg,SKU01761,2024-09-22 04:04:00.103777
1762,TH True Milk Say Premium 100g,TH True Milk,Distributed,Say,distributed,,650,Túi,100g,SKU01762,2024-07-31 02:44:15.014037
1763,Acecook Two Vị Mới 330ml,Acecook,Distributed,Two,distributed,,452,Chai nhựa,330ml,SKU01763,2025-02-14 18:58:54.059543
1764,Vinamilk Teacher Vị Mới 1kg,Vinamilk,Distributed,Teacher,distributed,,173,Túi,1kg,SKU01764,2024-10-31 01:56:43.822684
1765,TH True Milk Wind Thượng Hạng 500g,TH True Milk,Distributed,Wind,distributed,,716,Túi,500g,SKU01765,2025-03-16 14:26:50.534589
1766,Ajinomoto Table Vị Mới 330ml,Ajinomoto,Distributed,Table,distributed,,471,Chai nhựa,330ml,SKU01766,2024-10-22 16:49:48.263654
1767,TH True Milk Plan Thượng Hạng 100g,TH True Milk,Distributed,Plan,distributed,,233,Túi,100g,SKU01767,2024-11-29 10:52:48.239846
1768,Suntory Dream Thượng Hạng 100g,Suntory,Distributed,Dream,distributed,,666,Túi,100g,SKU01768,2025-02-20 12:58:08.072318
1769,Unilever Food Thượng Hạng 330ml,Unilever,Distributed,Food,distributed,,647,Chai nhựa,330ml,SKU01769,2024-08-15 10:18:51.144191
1770,Unilever Number Vị Mới 500ml,Unilever,Distributed,Number,distributed,,155,Chai nhựa,500ml,SKU01770,2025-01-30 18:46:07.126237
1771,Nestlé Program Dinh Dưỡng 500ml,Nestlé,Distributed,Program,distributed,,159,Chai nhựa,500ml,SKU01771,2024-11-11 02:37:10.287992
1772,Nestlé Hear Thượng Hạng 700ml,Nestlé,Distributed,Hear,distributed,,232,Chai nhựa,700ml,SKU01772,2025-04-17 14:37:42.917670
1773,TH True Milk Break Đặc Biệt 500g,TH True Milk,Distributed,Break,distributed,,223,Túi,500g,SKU01773,2024-12-19 02:58:42.353662
1774,Suntory Picture Đặc Biệt 100g,Suntory,Distributed,Picture,distributed,,341,Túi,100g,SKU01774,2024-11-21 06:03:44.049482
1775,P&G Enough Đặc Biệt 330ml,P&G,Distributed,Enough,distributed,,372,Chai nhựa,330ml,SKU01775,2024-10-21 18:37:25.651524
1776,TH True Milk Kid Thượng Hạng 500ml,TH True Milk,Distributed,Kid,distributed,,700,Chai nhựa,500ml,SKU01776,2025-01-02 03:00:13.551443
1777,Orion Near Thượng Hạng 500ml,Orion,Distributed,Near,distributed,,708,Chai nhựa,500ml,SKU01777,2024-11-18 06:33:24.034841
1778,P&G No Vị Mới 700ml,P&G,Distributed,No,distributed,,90,Chai nhựa,700ml,SKU01778,2024-11-08 04:30:57.004689
1779,Orion Best Dinh Dưỡng 100g,Orion,Distributed,Best,distributed,,550,Túi,100g,SKU01779,2024-08-06 12:04:49.786890
1780,PepsiCo Whose Premium 500ml,PepsiCo,Distributed,Whose,distributed,,280,Chai nhựa,500ml,SKU01780,2025-03-01 13:08:19.272650
1781,Nestlé Level Đặc Biệt 250ml,Nestlé,Distributed,Level,distributed,,400,Chai nhựa,250ml,SKU01781,2025-01-10 21:24:30.200116
1782,P&G Accept Thượng Hạng 500g,P&G,Distributed,Accept,distributed,,361,Túi,500g,SKU01782,2025-04-05 09:29:42.081430
1783,Acecook Young Đặc Biệt 250ml,Acecook,Distributed,Young,distributed,,628,Chai nhựa,250ml,SKU01783,2024-10-23 06:32:24.002545
1784,Suntory There Dinh Dưỡng 100g,Suntory,Distributed,There,distributed,,529,Túi,100g,SKU01784,2024-12-05 05:59:09.939567
1785,Suntory Right Vị Mới 700ml,Suntory,Distributed,Right,distributed,,413,Chai nhựa,700ml,SKU01785,2024-09-25 09:29:34.074316
1786,TH True Milk Kid Premium 100g,TH True Milk,Distributed,Kid,distributed,,127,Túi,100g,SKU01786,2024-11-18 01:32:47.873313
1787,TH True Milk Write Dinh Dưỡng 250ml,TH True Milk,Distributed,Write,distributed,,712,Chai nhựa,250ml,SKU01787,2024-10-23 13:38:52.301019
1788,Suntory Position Thượng Hạng 700ml,Suntory,Distributed,Position,distributed,,485,Chai nhựa,700ml,SKU01788,2025-05-31 13:08:19.027176
1789,Nestlé Range Thượng Hạng 250ml,Nestlé,Distributed,Range,distributed,,175,Chai nhựa,250ml,SKU01789,2025-04-22 21:14:48.398242
1790,Unilever Run Vị Mới 1kg,Unilever,Distributed,Run,distributed,,421,Túi,1kg,SKU01790,2024-07-24 14:20:11.657369
1791,Suntory Right Đặc Biệt 330ml,Suntory,Distributed,Right,distributed,,191,Chai nhựa,330ml,SKU01791,2024-08-09 12:29:23.032398
1792,Ajinomoto Continue Thượng Hạng 1L,Ajinomoto,Distributed,Continue,distributed,,195,Hộp giấy,1L,SKU01792,2025-03-25 15:55:43.105757
1793,Ajinomoto Republican Premium 500ml,Ajinomoto,Distributed,Republican,distributed,,721,Chai nhựa,500ml,SKU01793,2024-10-28 06:38:59.896717
1794,TH True Milk Particularly Thượng Hạng 700ml,TH True Milk,Distributed,Particularly,distributed,,400,Chai nhựa,700ml,SKU01794,2025-05-08 05:57:36.424691
1795,PepsiCo If Đặc Biệt 500ml,PepsiCo,Distributed,If,distributed,,149,Chai nhựa,500ml,SKU01795,2025-05-24 11:19:41.679412
1796,Suntory Discover Vị Mới 500ml,Suntory,Distributed,Discover,distributed,,231,Chai nhựa,500ml,SKU01796,2024-07-08 15:27:24.890979
1797,Ajinomoto Probably Vị Mới 700ml,Ajinomoto,Distributed,Probably,distributed,,404,Chai nhựa,700ml,SKU01797,2025-05-19 06:47:27.620987
1798,Ajinomoto Where Dinh Dưỡng 1L,Ajinomoto,Distributed,Where,distributed,,171,Hộp giấy,1L,SKU01798,2025-03-11 12:14:28.121884
1799,Vinamilk Television Dinh Dưỡng 100g,Vinamilk,Distributed,Television,distributed,,116,Túi,100g,SKU01799,2025-05-15 23:22:09.184266
1800,Vinamilk Society Dinh Dưỡng 1L,Vinamilk,Distributed,Society,distributed,,388,Hộp giấy,1L,SKU01800,2024-10-21 03:14:26.415123
1801,Ajinomoto Budget Dinh Dưỡng 700ml,Ajinomoto,Distributed,Budget,distributed,,336,Chai nhựa,700ml,SKU01801,2024-08-01 13:33:28.996941
1802,Ajinomoto Determine Đặc Biệt 330ml,Ajinomoto,Distributed,Determine,distributed,,700,Chai nhựa,330ml,SKU01802,2025-01-07 08:18:53.895195
1803,TH True Milk Although Dinh Dưỡng 250ml,TH True Milk,Distributed,Although,distributed,,260,Chai nhựa,250ml,SKU01803,2025-03-03 08:27:15.919836
1804,PepsiCo Executive Premium 500g,PepsiCo,Distributed,Executive,distributed,,107,Túi,500g,SKU01804,2024-07-11 02:03:12.236512
1805,Nestlé Father Đặc Biệt 1kg,Nestlé,Distributed,Father,distributed,,93,Túi,1kg,SKU01805,2025-03-18 09:39:34.867894
1806,Nestlé Subject Dinh Dưỡng 1L,Nestlé,Distributed,Subject,distributed,,111,Hộp giấy,1L,SKU01806,2024-11-02 22:32:57.271920
1807,Orion Before Đặc Biệt 1kg,Orion,Distributed,Before,distributed,,539,Túi,1kg,SKU01807,2024-12-15 22:21:54.208435
1808,Unilever Car Vị Mới 700ml,Unilever,Distributed,Car,distributed,,504,Chai nhựa,700ml,SKU01808,2024-11-05 07:38:31.258599
1809,Ajinomoto Energy Vị Mới 700ml,Ajinomoto,Distributed,Energy,distributed,,439,Chai nhựa,700ml,SKU01809,2025-02-19 10:55:07.037537
1810,Vinamilk Born Dinh Dưỡng 330ml,Vinamilk,Distributed,Born,distributed,,674,Chai nhựa,330ml,SKU01810,2024-07-09 04:28:24.367617
1811,Suntory Check Đặc Biệt 500ml,Suntory,Distributed,Check,distributed,,482,Chai nhựa,500ml,SKU01811,2025-01-27 12:34:57.273986
1812,Vinamilk Save Premium 500ml,Vinamilk,Distributed,Save,distributed,,130,Chai nhựa,500ml,SKU01812,2025-04-15 19:44:04.518584
1813,PepsiCo Effort Vị Mới 330ml,PepsiCo,Distributed,Effort,distributed,,93,Chai nhựa,330ml,SKU01813,2024-08-15 23:40:48.178916
1814,Suntory Cut Vị Mới 1kg,Suntory,Distributed,Cut,distributed,,640,Túi,1kg,SKU01814,2025-02-02 08:27:46.236695
1815,P&G Condition Vị Mới 700ml,P&G,Distributed,Condition,distributed,,525,Chai nhựa,700ml,SKU01815,2024-10-09 01:01:44.876676
1816,Suntory Red Thượng Hạng 1kg,Suntory,Distributed,Red,distributed,,621,Túi,1kg,SKU01816,2025-04-05 06:43:51.366380
1817,P&G Study Premium 250ml,P&G,Distributed,Study,distributed,,216,Chai nhựa,250ml,SKU01817,2024-06-24 23:12:18.904503
1818,Vinamilk Order Vị Mới 1L,Vinamilk,Distributed,Order,distributed,,286,Hộp giấy,1L,SKU01818,2025-02-18 02:24:26.159662
1819,TH True Milk Player Thượng Hạng 1L,TH True Milk,Distributed,Player,distributed,,162,Hộp giấy,1L,SKU01819,2025-03-28 08:05:28.894340
1820,TH True Milk Almost Đặc Biệt 500ml,TH True Milk,Distributed,Almost,distributed,,642,Chai nhựa,500ml,SKU01820,2025-04-08 14:57:55.344163
1821,PepsiCo Bag Premium 250ml,PepsiCo,Distributed,Bag,distributed,,652,Chai nhựa,250ml,SKU01821,2024-08-01 18:52:28.125705
1822,Unilever These Thượng Hạng 100g,Unilever,Distributed,These,distributed,,117,Túi,100g,SKU01822,2024-11-08 09:53:23.380374
1823,Vinamilk Skin Thượng Hạng 1kg,Vinamilk,Distributed,Skin,distributed,,683,Túi,1kg,SKU01823,2024-12-02 17:05:23.916821
1824,Orion Way Premium 700ml,Orion,Distributed,Way,distributed,,417,Chai nhựa,700ml,SKU01824,2024-12-30 19:18:09.818661
1825,Suntory It Premium 100g,Suntory,Distributed,It,distributed,,488,Túi,100g,SKU01825,2025-01-25 12:36:39.975529
1826,Suntory Often Premium 500g,Suntory,Distributed,Often,distributed,,542,Túi,500g,SKU01826,2025-02-23 15:46:15.982518
1827,Suntory Already Thượng Hạng 500g,Suntory,Distributed,Already,distributed,,697,Túi,500g,SKU01827,2025-05-23 00:55:46.914930
1828,TH True Milk Letter Premium 100g,TH True Milk,Distributed,Letter,distributed,,356,Túi,100g,SKU01828,2025-03-28 05:29:06.630077
1829,Suntory Break Vị Mới 1L,Suntory,Distributed,Break,distributed,,302,Hộp giấy,1L,SKU01829,2025-04-11 23:13:42.352971
1830,Vinamilk Nearly Vị Mới 700ml,Vinamilk,Distributed,Nearly,distributed,,714,Chai nhựa,700ml,SKU01830,2024-06-23 21:56:08.809698
1831,Unilever These Thượng Hạng 100g,Unilever,Distributed,These,distributed,,572,Túi,100g,SKU01831,2024-09-07 12:51:19.256755
1832,TH True Milk The Vị Mới 1L,TH True Milk,Distributed,The,distributed,,562,Hộp giấy,1L,SKU01832,2024-08-14 14:02:22.547143
1833,PepsiCo Lawyer Vị Mới 1kg,PepsiCo,Distributed,Lawyer,distributed,,162,Túi,1kg,SKU01833,2025-04-24 18:58:33.369130
1834,Acecook His Đặc Biệt 100g,Acecook,Distributed,His,distributed,,268,Túi,100g,SKU01834,2024-11-11 03:44:37.514487
1835,TH True Milk Down Đặc Biệt 330ml,TH True Milk,Distributed,Down,distributed,,102,Chai nhựa,330ml,SKU01835,2025-06-12 07:38:24.501426
1836,Suntory Sure Đặc Biệt 500ml,Suntory,Distributed,Sure,distributed,,702,Chai nhựa,500ml,SKU01836,2025-04-26 08:42:37.238697
1837,Acecook There Thượng Hạng 500g,Acecook,Distributed,There,distributed,,163,Túi,500g,SKU01837,2024-12-28 15:37:25.777387
1838,Suntory Technology Dinh Dưỡng 100g,Suntory,Distributed,Technology,distributed,,161,Túi,100g,SKU01838,2024-07-27 15:20:11.795744
1839,Suntory Term Thượng Hạng 100g,Suntory,Distributed,Term,distributed,,653,Túi,100g,SKU01839,2024-12-08 03:46:06.752552
1840,Ajinomoto Goal Thượng Hạng 330ml,Ajinomoto,Distributed,Goal,distributed,,428,Chai nhựa,330ml,SKU01840,2025-01-20 07:16:00.700009
1841,Vinamilk Fact Vị Mới 330ml,Vinamilk,Distributed,Fact,distributed,,343,Chai nhựa,330ml,SKU01841,2025-03-26 17:36:07.204889
1842,Nestlé Dog Premium 1kg,Nestlé,Distributed,Dog,distributed,,237,Túi,1kg,SKU01842,2024-11-19 23:37:59.816860
1843,Unilever Either Đặc Biệt 1kg,Unilever,Distributed,Either,distributed,,417,Túi,1kg,SKU01843,2025-05-30 10:24:02.287777
1844,P&G Manager Vị Mới 250ml,P&G,Distributed,Manager,distributed,,308,Chai nhựa,250ml,SKU01844,2024-10-08 15:12:41.644788
1845,Orion Institution Thượng Hạng 700ml,Orion,Distributed,Institution,distributed,,201,Chai nhựa,700ml,SKU01845,2025-04-24 01:09:40.039187
1846,Ajinomoto First Premium 500g,Ajinomoto,Distributed,First,distributed,,583,Túi,500g,SKU01846,2025-02-23 13:31:08.992073
1847,PepsiCo Artist Vị Mới 500g,PepsiCo,Distributed,Artist,distributed,,298,Túi,500g,SKU01847,2025-02-19 13:41:51.848474
1848,P&G Heavy Vị Mới 500g,P&G,Distributed,Heavy,distributed,,189,Túi,500g,SKU01848,2025-01-17 13:46:30.992135
1849,Suntory Heavy Premium 500g,Suntory,Distributed,Heavy,distributed,,253,Túi,500g,SKU01849,2024-10-28 14:19:21.331754
1850,Nestlé Cut Đặc Biệt 330ml,Nestlé,Distributed,Cut,distributed,,414,Chai nhựa,330ml,SKU01850,2025-03-23 17:37:38.867312
1851,P&G Dark Thượng Hạng 250ml,P&G,Distributed,Dark,distributed,,657,Chai nhựa,250ml,SKU01851,2025-05-27 23:52:46.916626
1852,Acecook Break Đặc Biệt 1L,Acecook,Distributed,Break,distributed,,498,Hộp giấy,1L,SKU01852,2024-10-03 00:14:47.467456
1853,Ajinomoto Director Premium 500ml,Ajinomoto,Distributed,Director,distributed,,202,Chai nhựa,500ml,SKU01853,2025-02-05 17:27:21.276220
1854,P&G Rest Vị Mới 700ml,P&G,Distributed,Rest,distributed,,636,Chai nhựa,700ml,SKU01854,2025-05-20 09:04:34.146595
1855,TH True Milk Alone Thượng Hạng 1L,TH True Milk,Distributed,Alone,distributed,,430,Hộp giấy,1L,SKU01855,2024-10-12 07:15:27.909217
1856,Vinamilk Figure Premium 250ml,Vinamilk,Distributed,Figure,distributed,,132,Chai nhựa,250ml,SKU01856,2024-07-22 18:33:31.568915
1857,Suntory Care Đặc Biệt 1kg,Suntory,Distributed,Care,distributed,,134,Túi,1kg,SKU01857,2024-11-19 16:53:22.157678
1858,PepsiCo Enough Đặc Biệt 1L,PepsiCo,Distributed,Enough,distributed,,319,Hộp giấy,1L,SKU01858,2024-06-17 14:52:59.365602
1859,Acecook Part Vị Mới 100g,Acecook,Distributed,Part,distributed,,641,Túi,100g,SKU01859,2025-04-13 09:26:18.104108
1860,Suntory Boy Premium 500g,Suntory,Distributed,Boy,distributed,,230,Túi,500g,SKU01860,2024-11-10 17:00:10.461951
1861,Ajinomoto Bill Dinh Dưỡng 1L,Ajinomoto,Distributed,Bill,distributed,,143,Hộp giấy,1L,SKU01861,2025-04-02 12:01:23.091953
1862,Acecook After Thượng Hạng 250ml,Acecook,Distributed,After,distributed,,278,Chai nhựa,250ml,SKU01862,2024-10-22 01:45:16.247829
1863,Nestlé Purpose Premium 1kg,Nestlé,Distributed,Purpose,distributed,,192,Túi,1kg,SKU01863,2025-04-09 11:36:09.350617
1864,Unilever Else Vị Mới 1L,Unilever,Distributed,Else,distributed,,716,Hộp giấy,1L,SKU01864,2024-06-21 15:26:15.035492
1865,Ajinomoto If Đặc Biệt 700ml,Ajinomoto,Distributed,If,distributed,,708,Chai nhựa,700ml,SKU01865,2024-11-02 00:26:00.692808
1866,TH True Milk Would Đặc Biệt 1kg,TH True Milk,Distributed,Would,distributed,,232,Túi,1kg,SKU01866,2024-07-17 13:51:50.163302
1867,Orion News Premium 330ml,Orion,Distributed,News,distributed,,549,Chai nhựa,330ml,SKU01867,2025-05-08 10:21:55.902577
1868,Orion Director Premium 1L,Orion,Distributed,Director,distributed,,207,Hộp giấy,1L,SKU01868,2024-07-08 03:24:12.111752
1869,Vinamilk Back Đặc Biệt 1L,Vinamilk,Distributed,Back,distributed,,484,Hộp giấy,1L,SKU01869,2025-04-02 23:34:13.902585
1870,Vinamilk Young Dinh Dưỡng 330ml,Vinamilk,Distributed,Young,distributed,,368,Chai nhựa,330ml,SKU01870,2024-12-25 02:43:38.875335
1871,PepsiCo Each Đặc Biệt 1L,PepsiCo,Distributed,Each,distributed,,130,Hộp giấy,1L,SKU01871,2024-11-13 14:29:35.673479
1872,Ajinomoto Hold Đặc Biệt 330ml,Ajinomoto,Distributed,Hold,distributed,,313,Chai nhựa,330ml,SKU01872,2025-04-25 15:51:22.926764
1873,Unilever Hour Đặc Biệt 1kg,Unilever,Distributed,Hour,distributed,,414,Túi,1kg,SKU01873,2024-12-25 06:28:14.535004
1874,Nestlé Course Vị Mới 500ml,Nestlé,Distributed,Course,distributed,,321,Chai nhựa,500ml,SKU01874,2025-01-10 06:13:13.555460
1875,Acecook Rise Dinh Dưỡng 500g,Acecook,Distributed,Rise,distributed,,220,Túi,500g,SKU01875,2025-05-21 04:22:49.415914
1876,Vinamilk Benefit Dinh Dưỡng 250ml,Vinamilk,Distributed,Benefit,distributed,,668,Chai nhựa,250ml,SKU01876,2025-02-01 10:11:27.169707
1877,Acecook Pattern Dinh Dưỡng 100g,Acecook,Distributed,Pattern,distributed,,662,Túi,100g,SKU01877,2024-10-18 09:21:05.130873
1878,Vinamilk Interest Vị Mới 330ml,Vinamilk,Distributed,Interest,distributed,,396,Chai nhựa,330ml,SKU01878,2024-08-29 13:38:01.240440
1879,P&G Poor Đặc Biệt 100g,P&G,Distributed,Poor,distributed,,483,Túi,100g,SKU01879,2025-01-25 01:18:40.039475
1880,Unilever Else Premium 1kg,Unilever,Distributed,Else,distributed,,256,Túi,1kg,SKU01880,2025-01-11 04:18:46.652028
