store_id,store_name,store_type,channel_type,region_id,warehouse_id,partner_name,opened_date
1095,WinMart+ Hải Dương,WinMart+,MT,1,1,,2024-10-02
1096,GS25 - Đồng Nai,Partner,MT,3,6,GS25,2024-12-05
1097,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-02-12
1098,WinMart+ Hà Nội,WinMart+,GT,1,2,,2022-11-16
1099,FamilyMart - TP.HCM,Partner,GT,3,6,FamilyMart,2024-04-17
1100,WinMart Hưng Yên,WinMart,Horeca,1,1,,2024-07-08
1101,WinMart Đồng Nai,WinMart,MT,3,8,,2020-11-21
1102,WinMart+ Hưng Yên,WinMart+,MT,1,3,,2024-04-16
1103,WinMart+ Long An,WinMart+,MT,3,5,,2021-12-27
1104,WinMart+ TP.HCM,WinMart+,GT,3,5,,2021-05-02
1105,WinMart+ Long An,WinMart+,Horeca,3,6,,2021-03-11
1106,WinMart Bình Dương,WinMart,MT,3,8,,2022-12-19
1107,WinMart Quảng Ngãi,WinMart,Horeca,2,4,,2025-03-21
1108,WinMart Bắc Ninh,WinMart,GT,1,2,,2021-01-25
1109,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2023-04-25
1110,WinMart+ Cần Thơ,WinMart+,MT,3,7,,2024-09-10
1111,VinDS - Hưng Yên,Partner,GT,1,2,VinDS,2022-03-24
1112,WinMart Long An,WinMart,MT,3,6,,2022-10-09
1113,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2021-06-17
1114,WinMart+ Huế,WinMart+,GT,2,4,,2021-12-13
1115,GS25 - Bình Dương,Partner,GT,3,8,GS25,2025-04-30
1116,WinMart+ Cần Thơ,WinMart+,MT,3,8,,2022-12-02
1117,Tạp Hóa Bà Sáu - Vĩnh Phúc,Partner,MT,1,3,Tạp Hóa Bà Sáu,2024-10-24
1118,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2024-02-07
1119,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-07-28
1120,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2021-01-18
1121,Highlands Coffee - Bà Rịa-Vũng Tàu,Partner,GT,3,5,Highlands Coffee,2024-05-28
1122,WinMart Quảng Nam,WinMart,GT,2,4,,2023-02-11
1123,WinMart+ Hải Dương,WinMart+,MT,1,3,,2021-12-11
1124,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-10-22
1125,Ministop - TP.HCM,Partner,MT,3,6,Ministop,2020-10-18
1126,WinMart+ Huế,WinMart+,MT,2,4,,2022-06-13
1127,Tạp Hóa Bà Sáu - Huế,Partner,MT,2,4,Tạp Hóa Bà Sáu,2021-07-18
1128,WinMart+ Bình Dương,WinMart+,MT,3,6,,2025-04-05
1129,VinDS - Vĩnh Phúc,Partner,MT,1,2,VinDS,2022-12-17
1130,WinMart+ Hà Nội,WinMart+,MT,1,1,,2024-11-14
1131,WinMart Đà Nẵng,WinMart,GT,2,4,,2022-12-09
1132,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-09-07
1133,The Coffee House - Đồng Nai,Partner,MT,3,5,The Coffee House,2023-03-30
1134,Tạp Hóa Bà Sáu - Bắc Ninh,Partner,GT,1,2,Tạp Hóa Bà Sáu,2024-02-05
1135,WinMart+ Cần Thơ,WinMart+,MT,3,6,,2022-08-17
1136,Ministop - Quảng Ngãi,Partner,MT,2,4,Ministop,2022-06-20
1137,WinMart Đồng Nai,WinMart,MT,3,8,,2021-08-10
1138,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2022-09-09
1139,WinMart Quảng Nam,WinMart,MT,2,4,,2021-05-01
1140,WinMart+ Bình Dương,WinMart+,Horeca,3,8,,2025-04-07
1141,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2023-02-02
1142,WinMart Đồng Nai,WinMart,Horeca,3,5,,2023-08-11
1143,WinMart+ Vĩnh Phúc,WinMart+,GT,1,3,,2021-12-13
1144,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-03-06
1145,WinMart Hưng Yên,WinMart,MT,1,1,,2023-12-23
1146,WinMart Quảng Nam,WinMart,Horeca,2,4,,2021-11-15
1147,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2024-05-24
1148,WinMart Cần Thơ,WinMart,MT,3,6,,2024-04-07
1149,WinMart Long An,WinMart,Horeca,3,8,,2022-09-18
1150,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2022-01-17
1151,Bách Hóa Xanh - Quảng Ngãi,Partner,GT,2,4,Bách Hóa Xanh,2024-05-18
1152,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-07-22
1153,WinMart+ Đồng Nai,WinMart+,GT,3,6,,2024-09-08
1154,WinMart Bình Dương,WinMart,MT,3,7,,2020-08-06
1155,WinMart Đồng Nai,WinMart,MT,3,5,,2024-08-15
1156,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-03-22
1157,WinMart Bắc Ninh,WinMart,MT,1,2,,2023-07-04
1158,WinMart Quảng Ngãi,WinMart,GT,2,4,,2024-05-15
1159,WinMart+ Đồng Nai,WinMart+,GT,3,5,,2021-01-22
1160,WinMart Đà Nẵng,WinMart,MT,2,4,,2025-03-27
1161,WinMart Long An,WinMart,GT,3,7,,2021-05-28
1162,WinMart+ Hưng Yên,WinMart+,GT,1,1,,2025-01-13
1163,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2025-01-14
1164,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2025-05-26
1165,Satra Foods - Hà Nội,Partner,MT,1,3,Satra Foods,2022-07-13
1166,WinMart+ Cần Thơ,WinMart+,GT,3,6,,2023-11-13
1167,WinMart Bắc Ninh,WinMart,MT,1,1,,2021-07-12
1168,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2024-03-20
1169,WinMart Bình Dương,WinMart,GT,3,5,,2025-03-01
1170,WinMart+ Hà Nội,WinMart+,GT,1,1,,2023-03-10
1171,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-02-20
1172,Tạp Hóa Bà Sáu - Bà Rịa-Vũng Tàu,Partner,MT,3,7,Tạp Hóa Bà Sáu,2021-04-29
1173,WinMart+ Hải Dương,WinMart+,GT,1,1,,2022-11-30
1174,WinMart+ Hà Nội,WinMart+,MT,1,3,,2022-03-04
1175,WinMart+ Long An,WinMart+,GT,3,6,,2023-03-07
1176,Circle K - Quảng Nam,Partner,Horeca,2,4,Circle K,2024-09-21
1177,WinMart Đà Nẵng,WinMart,MT,2,4,,2025-04-04
1178,Ministop - Huế,Partner,GT,2,4,Ministop,2023-05-31
1179,WinMart+ Huế,WinMart+,Horeca,2,4,,2022-12-22
1180,WinMart+ TP.HCM,WinMart+,GT,3,8,,2024-03-07
1181,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2023-12-25
1182,WinMart Hải Dương,WinMart,MT,1,2,,2023-01-29
1183,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2020-12-14
1184,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2021-12-02
1185,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2020-10-03
1186,Tạp Hóa Bà Sáu - Hải Dương,Partner,MT,1,3,Tạp Hóa Bà Sáu,2022-01-25
1187,WinMart TP.HCM,WinMart,GT,3,5,,2020-12-30
1188,WinMart+ Hải Dương,WinMart+,MT,1,2,,2021-05-24
1189,WinMart Đà Nẵng,WinMart,MT,2,4,,2023-02-12
1190,WinMart Vĩnh Phúc,WinMart,MT,1,3,,2024-06-06
1191,WinMart Cần Thơ,WinMart,MT,3,7,,2023-06-21
1192,WinMart+ Huế,WinMart+,MT,2,4,,2025-05-16
1193,WinMart+ Huế,WinMart+,MT,2,4,,2024-05-03
1194,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-10-14
1195,Tạp Hóa Bà Sáu - Bình Dương,Partner,GT,3,7,Tạp Hóa Bà Sáu,2025-03-30
1196,WinMart Đà Nẵng,WinMart,GT,2,4,,2025-02-18
1197,WinMart Quảng Ngãi,WinMart,Horeca,2,4,,2025-05-04
1198,WinMart Quảng Nam,WinMart,MT,2,4,,2024-08-02
1199,WinMart Đà Nẵng,WinMart,GT,2,4,,2021-10-01
1200,WinMart+ Hà Nội,WinMart+,GT,1,1,,2022-07-14
1201,WinMart+ Hải Dương,WinMart+,Horeca,1,3,,2024-05-27
1202,Co.op Food - Quảng Ngãi,Partner,MT,2,4,Co.op Food,2022-12-08
1203,WinMart+ Hà Nội,WinMart+,MT,1,1,,2022-07-08
1204,WinMart+ Hưng Yên,WinMart+,MT,1,2,,2021-12-31
1205,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-11-24
1206,WinMart Vĩnh Phúc,WinMart,MT,1,3,,2024-04-15
1207,WinMart+ Huế,WinMart+,MT,2,4,,2021-08-04
1208,Co.op Food - Bình Dương,Partner,MT,3,5,Co.op Food,2022-10-17
1209,FamilyMart - Bình Dương,Partner,MT,3,7,FamilyMart,2024-10-24
1210,WinMart Huế,WinMart,Horeca,2,4,,2022-12-10
1211,GS25 - Hà Nội,Partner,MT,1,2,GS25,2020-12-21
1212,Bách Hóa Xanh - TP.HCM,Partner,MT,3,7,Bách Hóa Xanh,2021-05-02
1213,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2025-06-02
1214,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,8,,2023-01-19
1215,WinMart+ Cần Thơ,WinMart+,Horeca,3,6,,2022-08-08
1216,WinMart+ Cần Thơ,WinMart+,MT,3,6,,2024-11-18
1217,Satra Foods - Cần Thơ,Partner,MT,3,8,Satra Foods,2021-09-30
1218,Ministop - Đồng Nai,Partner,MT,3,7,Ministop,2023-11-09
1219,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2021-01-07
1220,WinMart+ Hà Nội,WinMart+,MT,1,1,,2025-01-03
1221,WinMart Quảng Nam,WinMart,GT,2,4,,2023-12-02
1222,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2024-03-27
1223,WinMart+ Bình Dương,WinMart+,GT,3,8,,2021-09-16
1224,Highlands Coffee - Hải Dương,Partner,MT,1,1,Highlands Coffee,2020-11-02
1225,WinMart+ Hà Nội,WinMart+,GT,1,3,,2023-11-13
1226,WinMart+ TP.HCM,WinMart+,GT,3,5,,2023-01-16
1227,WinMart+ Bắc Ninh,WinMart+,MT,1,1,,2020-09-01
1228,FamilyMart - Huế,Partner,Horeca,2,4,FamilyMart,2024-01-13
1229,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-10-11
1230,WinMart+ Cần Thơ,WinMart+,GT,3,7,,2022-08-11
1231,WinMart Đà Nẵng,WinMart,MT,2,4,,2021-12-22
1232,WinMart+ Cần Thơ,WinMart+,MT,3,6,,2021-02-26
1233,WinMart Long An,WinMart,MT,3,5,,2021-02-04
1234,WinMart Quảng Ngãi,WinMart,MT,2,4,,2023-09-03
1235,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-10-18
1236,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2022-05-29
1237,WinMart Hà Nội,WinMart,MT,1,3,,2024-06-01
1238,WinMart Quảng Nam,WinMart,MT,2,4,,2021-10-06
1239,WinMart Hà Nội,WinMart,MT,1,2,,2022-08-29
1240,WinMart+ Cần Thơ,WinMart+,GT,3,8,,2022-12-29
1241,WinMart+ Bắc Ninh,WinMart+,MT,1,1,,2021-08-16
1242,FamilyMart - Hải Dương,Partner,MT,1,2,FamilyMart,2023-08-01
1243,WinMart+ Cần Thơ,WinMart+,Horeca,3,6,,2021-03-18
1244,WinMart+ Huế,WinMart+,Horeca,2,4,,2021-12-29
1245,WinMart Long An,WinMart,Horeca,3,6,,2025-05-18
1246,WinMart Đồng Nai,WinMart,MT,3,5,,2023-06-21
1247,WinMart+ Bình Dương,WinMart+,MT,3,8,,2021-05-11
1248,The Coffee House - Quảng Nam,Partner,MT,2,4,The Coffee House,2023-08-05
1249,Tạp Hóa Chú Ba - Đồng Nai,Partner,MT,3,7,Tạp Hóa Chú Ba,2022-04-11
1250,WinMart Cần Thơ,WinMart,MT,3,8,,2023-06-09
1251,The Coffee House - Hưng Yên,Partner,MT,1,1,The Coffee House,2023-11-18
1252,WinMart Huế,WinMart,GT,2,4,,2024-01-22
1253,WinMart+ Bắc Ninh,WinMart+,Horeca,1,1,,2024-03-26
1254,Co.op Food - Bắc Ninh,Partner,Horeca,1,1,Co.op Food,2024-06-20
1255,WinMart Huế,WinMart,MT,2,4,,2022-09-12
1256,WinMart Hà Nội,WinMart,MT,1,1,,2020-10-24
1257,WinMart+ Vĩnh Phúc,WinMart+,GT,1,2,,2023-08-26
1258,The Coffee House - Đà Nẵng,Partner,Horeca,2,4,The Coffee House,2021-05-25
1259,WinMart+ Hưng Yên,WinMart+,Horeca,1,2,,2022-05-24
1260,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,6,,2023-07-13
1261,WinMart Quảng Ngãi,WinMart,GT,2,4,,2024-04-15
1262,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,8,,2024-02-04
1263,WinMart+ Bình Dương,WinMart+,MT,3,6,,2023-02-28
1264,GS25 - Bắc Ninh,Partner,MT,1,2,GS25,2025-02-24
1265,WinMart TP.HCM,WinMart,MT,3,8,,2025-03-20
1266,Guardian - Quảng Ngãi,Partner,GT,2,4,Guardian,2023-04-06
1267,WinMart Huế,WinMart,GT,2,4,,2021-01-18
1268,Ministop - Quảng Nam,Partner,MT,2,4,Ministop,2023-11-02
1269,Guardian - Huế,Partner,GT,2,4,Guardian,2023-04-16
1270,WinMart+ Đà Nẵng,WinMart+,Horeca,2,4,,2021-09-16
1271,WinMart+ Huế,WinMart+,MT,2,4,,2025-04-04
1272,VinDS - Huế,Partner,MT,2,4,VinDS,2023-03-19
1273,WinMart+ Long An,WinMart+,MT,3,6,,2023-07-24
1274,Tạp Hóa Bà Sáu - Bắc Ninh,Partner,MT,1,1,Tạp Hóa Bà Sáu,2024-07-11
1275,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-10-22
1276,WinMart+ TP.HCM,WinMart+,GT,3,7,,2021-07-25
1277,WinMart Quảng Nam,WinMart,GT,2,4,,2025-02-26
1278,WinMart+ Huế,WinMart+,Horeca,2,4,,2024-01-06
1279,WinMart+ Đồng Nai,WinMart+,GT,3,8,,2025-05-19
1280,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-12-06
1281,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-04-25
1282,WinMart+ Hà Nội,WinMart+,MT,1,2,,2024-02-19
1283,WinMart+ Hải Dương,WinMart+,MT,1,1,,2022-10-07
1284,WinMart+ Long An,WinMart+,GT,3,8,,2021-01-20
1285,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,5,,2020-07-29
1286,Highlands Coffee - Đà Nẵng,Partner,MT,2,4,Highlands Coffee,2022-12-07
1287,WinMart Vĩnh Phúc,WinMart,GT,1,1,,2024-01-18
1288,WinMart+ Hải Dương,WinMart+,MT,1,3,,2025-02-27
1289,Tạp Hóa Bà Sáu - Huế,Partner,MT,2,4,Tạp Hóa Bà Sáu,2021-03-17
1290,WinMart Đà Nẵng,WinMart,MT,2,4,,2024-11-21
1291,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2024-12-21
1292,Highlands Coffee - Huế,Partner,GT,2,4,Highlands Coffee,2022-11-08
1293,WinMart+ Bình Dương,WinMart+,MT,3,8,,2020-12-18
1294,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-04-11
1295,WinMart+ Huế,WinMart+,GT,2,4,,2021-12-16
1296,WinMart+ Hà Nội,WinMart+,MT,1,2,,2022-05-25
1297,WinMart Hà Nội,WinMart,GT,1,3,,2021-08-22
1298,WinMart+ Huế,WinMart+,MT,2,4,,2023-07-19
1299,WinMart Long An,WinMart,MT,3,7,,2023-08-02
1300,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,7,,2021-04-30
1301,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2024-09-18
1302,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-10-17
1303,WinMart Bắc Ninh,WinMart,MT,1,1,,2023-02-21
1304,VinDS - Quảng Nam,Partner,GT,2,4,VinDS,2025-01-04
1305,WinMart+ Bắc Ninh,WinMart+,MT,1,2,,2023-12-16
1306,FamilyMart - Đồng Nai,Partner,GT,3,6,FamilyMart,2021-11-10
1307,WinMart+ Bắc Ninh,WinMart+,GT,1,1,,2022-07-14
1308,WinMart Long An,WinMart,MT,3,8,,2022-08-26
1309,The Coffee House - Huế,Partner,MT,2,4,The Coffee House,2023-09-24
1310,WinMart+ Huế,WinMart+,GT,2,4,,2020-07-25
1311,WinMart+ Long An,WinMart+,GT,3,5,,2020-11-27
1312,WinMart+ Hải Dương,WinMart+,MT,1,3,,2020-07-31
1313,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2022-05-05
1314,WinMart+ Huế,WinMart+,GT,2,4,,2024-03-05
1315,WinMart+ Bắc Ninh,WinMart+,MT,1,2,,2023-03-24
1316,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,6,,2021-08-25
1317,WinMart Bình Dương,WinMart,MT,3,5,,2024-07-17
1318,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,6,,2022-09-15
1319,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2020-09-15
1320,WinMart+ Bình Dương,WinMart+,GT,3,8,,2020-11-13
1321,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,8,,2021-10-10
1322,WinMart+ Hà Nội,WinMart+,MT,1,2,,2023-01-16
1323,Tạp Hóa Chú Ba - Huế,Partner,MT,2,4,Tạp Hóa Chú Ba,2023-12-04
1324,WinMart+ Bình Dương,WinMart+,MT,3,6,,2023-09-08
1325,Highlands Coffee - Vĩnh Phúc,Partner,MT,1,3,Highlands Coffee,2021-02-04
1326,Co.op Food - Hưng Yên,Partner,MT,1,3,Co.op Food,2022-08-12
1327,Ministop - Bình Dương,Partner,MT,3,5,Ministop,2024-07-06
1328,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2022-04-30
1329,WinMart+ Long An,WinMart+,GT,3,5,,2024-11-21
1330,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,6,,2020-07-11
1331,WinMart Vĩnh Phúc,WinMart,GT,1,1,,2022-03-06
1332,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2021-03-22
1333,WinMart+ Hưng Yên,WinMart+,Horeca,1,3,,2023-01-07
1334,WinMart+ Hải Dương,WinMart+,Horeca,1,1,,2021-12-20
1335,WinMart+ Hà Nội,WinMart+,MT,1,2,,2024-09-10
1336,WinMart Huế,WinMart,MT,2,4,,2025-03-25
1337,WinMart TP.HCM,WinMart,MT,3,6,,2022-09-19
1338,WinMart+ TP.HCM,WinMart+,MT,3,8,,2023-03-21
1339,WinMart Đà Nẵng,WinMart,GT,2,4,,2024-01-07
1340,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,8,,2022-06-20
1341,WinMart+ Hà Nội,WinMart+,GT,1,3,,2023-04-22
1342,WinMart Cần Thơ,WinMart,MT,3,8,,2022-03-29
1343,Highlands Coffee - Hải Dương,Partner,MT,1,1,Highlands Coffee,2022-10-17
1344,WinMart+ Huế,WinMart+,MT,2,4,,2023-09-17
1345,WinMart+ Vĩnh Phúc,WinMart+,GT,1,3,,2023-11-13
1346,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2024-09-21
1347,WinMart+ Hà Nội,WinMart+,GT,1,3,,2024-12-04
1348,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-09-19
1349,Ministop - Hải Dương,Partner,MT,1,3,Ministop,2022-12-20
1350,WinMart+ TP.HCM,WinMart+,GT,3,8,,2021-03-23
1351,WinMart+ Long An,WinMart+,GT,3,5,,2022-01-29
1352,WinMart Quảng Nam,WinMart,MT,2,4,,2024-06-05
1353,WinMart Bà Rịa-Vũng Tàu,WinMart,Horeca,3,8,,2024-04-10
1354,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2021-06-25
1355,WinMart+ Hà Nội,WinMart+,MT,1,3,,2022-04-24
1356,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2021-12-18
1357,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2023-08-18
1358,WinMart Vĩnh Phúc,WinMart,MT,1,3,,2023-01-24
1359,VinDS - Hưng Yên,Partner,MT,1,2,VinDS,2024-02-11
1360,WinMart+ Huế,WinMart+,MT,2,4,,2024-02-19
1361,Highlands Coffee - TP.HCM,Partner,GT,3,6,Highlands Coffee,2025-06-08
1362,WinMart Bắc Ninh,WinMart,Horeca,1,3,,2020-12-08
1363,WinMart Hưng Yên,WinMart,GT,1,2,,2023-04-22
1364,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2024-02-05
1365,WinMart Quảng Ngãi,WinMart,Horeca,2,4,,2020-10-23
1366,WinMart Long An,WinMart,GT,3,7,,2022-07-11
1367,WinMart Long An,WinMart,GT,3,7,,2022-08-25
1368,WinMart Quảng Ngãi,WinMart,GT,2,4,,2020-11-23
1369,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2021-09-23
1370,WinMart+ Quảng Nam,WinMart+,Horeca,2,4,,2021-08-10
1371,WinMart+ Huế,WinMart+,MT,2,4,,2020-11-17
1372,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2021-11-02
1373,WinMart+ Long An,WinMart+,GT,3,8,,2024-05-29
1374,The Coffee House - Đà Nẵng,Partner,GT,2,4,The Coffee House,2022-06-23
1375,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,6,,2024-07-14
1376,Co.op Food - Bà Rịa-Vũng Tàu,Partner,Horeca,3,8,Co.op Food,2022-11-05
1377,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2023-08-23
1378,Ministop - Quảng Nam,Partner,MT,2,4,Ministop,2025-03-25
1379,WinMart TP.HCM,WinMart,GT,3,6,,2022-05-07
1380,WinMart+ Hải Dương,WinMart+,GT,1,2,,2023-05-25
1381,WinMart Vĩnh Phúc,WinMart,GT,1,3,,2025-05-16
1382,Bách Hóa Xanh - Đồng Nai,Partner,MT,3,7,Bách Hóa Xanh,2023-11-23
1383,WinMart Hưng Yên,WinMart,MT,1,2,,2025-06-07
1384,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2024-12-25
1385,WinMart Long An,WinMart,MT,3,7,,2024-08-12
1386,WinMart+ Hải Dương,WinMart+,MT,1,3,,2022-11-16
1387,GS25 - Quảng Ngãi,Partner,MT,2,4,GS25,2023-06-01
1388,FamilyMart - Quảng Ngãi,Partner,GT,2,4,FamilyMart,2021-12-10
1389,WinMart+ TP.HCM,WinMart+,GT,3,6,,2024-02-20
1390,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-03-17
1391,Ministop - Hải Dương,Partner,MT,1,1,Ministop,2023-11-18
1392,WinMart Quảng Nam,WinMart,MT,2,4,,2023-06-06
1393,WinMart+ TP.HCM,WinMart+,MT,3,5,,2022-09-11
1394,WinMart Quảng Nam,WinMart,MT,2,4,,2021-12-27
1395,WinMart Hải Dương,WinMart,Horeca,1,3,,2022-03-11
1396,WinMart+ Đồng Nai,WinMart+,MT,3,7,,2024-08-25
1397,WinMart+ Bắc Ninh,WinMart+,GT,1,3,,2023-12-15
1398,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2022-07-04
1399,Tạp Hóa Bà Sáu - Hải Dương,Partner,GT,1,3,Tạp Hóa Bà Sáu,2024-04-20
1400,WinMart TP.HCM,WinMart,MT,3,6,,2021-07-31
1401,WinMart Long An,WinMart,GT,3,8,,2021-09-27
1402,Guardian - Quảng Ngãi,Partner,MT,2,4,Guardian,2024-12-02
1403,WinMart Hà Nội,WinMart,MT,1,2,,2021-09-21
1404,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2024-12-20
1405,Tạp Hóa Bà Sáu - Huế,Partner,MT,2,4,Tạp Hóa Bà Sáu,2021-01-08
1406,WinMart Vĩnh Phúc,WinMart,MT,1,3,,2023-02-17
1407,WinMart Cần Thơ,WinMart,GT,3,5,,2021-07-14
1408,WinMart Long An,WinMart,GT,3,7,,2024-07-21
1409,FamilyMart - Quảng Nam,Partner,MT,2,4,FamilyMart,2024-01-07
1410,WinMart Cần Thơ,WinMart,GT,3,6,,2025-05-13
1411,Ministop - Bắc Ninh,Partner,MT,1,3,Ministop,2023-08-18
1412,WinMart Quảng Ngãi,WinMart,GT,2,4,,2024-07-27
1413,WinMart Hưng Yên,WinMart,GT,1,1,,2024-08-18
1414,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2025-05-09
1415,WinMart+ Cần Thơ,WinMart+,MT,3,8,,2023-10-27
1416,WinMart Cần Thơ,WinMart,GT,3,7,,2023-01-15
1417,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,6,,2022-11-16
1418,WinMart+ Hà Nội,WinMart+,MT,1,1,,2025-04-15
1419,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2024-01-07
1420,Highlands Coffee - Cần Thơ,Partner,MT,3,6,Highlands Coffee,2024-05-23
1421,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-09-05
1422,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-03-02
1423,WinMart Hải Dương,WinMart,GT,1,3,,2022-04-06
1424,WinMart+ Hải Dương,WinMart+,MT,1,1,,2022-09-15
1425,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-04-25
1426,WinMart Bắc Ninh,WinMart,GT,1,2,,2023-06-27
1427,WinMart+ Long An,WinMart+,MT,3,8,,2021-11-23
1428,WinMart+ Long An,WinMart+,GT,3,7,,2024-04-14
1429,Bách Hóa Xanh - Huế,Partner,MT,2,4,Bách Hóa Xanh,2025-05-18
1430,VinDS - Bắc Ninh,Partner,MT,1,3,VinDS,2022-11-19
1431,VinDS - Vĩnh Phúc,Partner,MT,1,3,VinDS,2023-11-29
1432,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2023-02-19
1433,WinMart+ Hải Dương,WinMart+,MT,1,2,,2021-01-02
1434,VinDS - Đồng Nai,Partner,MT,3,8,VinDS,2021-03-05
1435,WinMart Bình Dương,WinMart,GT,3,5,,2021-10-30
1436,Tạp Hóa Bà Sáu - Quảng Ngãi,Partner,MT,2,4,Tạp Hóa Bà Sáu,2023-04-01
1437,Co.op Food - Hà Nội,Partner,MT,1,1,Co.op Food,2020-12-22
1438,WinMart Bắc Ninh,WinMart,MT,1,1,,2022-07-03
1439,WinMart+ Hải Dương,WinMart+,MT,1,1,,2024-04-01
1440,Co.op Food - TP.HCM,Partner,MT,3,7,Co.op Food,2024-07-28
1441,WinMart Huế,WinMart,MT,2,4,,2022-04-07
1442,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2021-04-19
1443,WinMart+ Bắc Ninh,WinMart+,MT,1,2,,2023-11-12
1444,WinMart Đồng Nai,WinMart,Horeca,3,6,,2025-04-09
1445,Bách Hóa Xanh - Long An,Partner,MT,3,8,Bách Hóa Xanh,2024-09-27
1446,WinMart TP.HCM,WinMart,MT,3,6,,2020-08-21
1447,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2022-05-04
1448,WinMart+ Bắc Ninh,WinMart+,MT,1,2,,2024-03-06
1449,Tạp Hóa Chú Ba - Quảng Nam,Partner,MT,2,4,Tạp Hóa Chú Ba,2025-05-09
1450,WinMart+ Vĩnh Phúc,WinMart+,Horeca,1,1,,2021-11-24
1451,WinMart Đồng Nai,WinMart,MT,3,6,,2025-04-16
1452,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-11-23
